Product,Entity,Operation,Campaign ID,Ad Group ID,Portfolio ID,Ad ID,Keyword ID,Product Targeting ID,Campaign Name,Ad Group Name,Start Date,End Date,Targeting Type,State,Daily Budget,SKU,Ad Group Default Bid,Bid,Keyword Text,Native Language Keyword,Native Language Locale,Match Type,Bidding Strategy,Placement,Percentage,Product Targeting Expression,Audience ID,Shopper Cohort Percentage,Shopper Cohort Type
Sponsored Products,Campaign,Update,89917356516230,,209757982448080,,,,B0GZGMLGDD_SP02_AUTO_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,47494545548065,,209757982448080,,,,B0GVYF16BT_SP00_patriotic ribbon_BROAD_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,67234181801137,,240077712323146,,,,B0DZWS5XNF_SP00_easter bunny_EXACT_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,127331248015630,,240077712323146,,,,B0DZWS5XNF_SP00_easter decoration_EXACT_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,239355830991492,,240077712323146,,,,B0DZWS5XNF_SP00_easter bunny decor_EXACT_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,128602433461424,,240077712323146,,,,B0DZWS5XNF_SP00_easter centerpieces for tables_EXACT_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,115876092757289,,240077712323146,,,,B0DZWS5XNF_SP00_easter rabbit decor_EXACT_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,243547069932213,,240077712323146,,,,B0DZWS5XNF_SP00_easter rabbit_EXACT_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,105274277279840,,21440049075564,,,,B0GRTCMQDD_SP00_KTDad_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,168138928609874,,198316202537304,,,,B0F192GZRG_SP00_KTmothers_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,20581756241417,,182626034685672,,,,B0F192GZRG_SP00_KTgifts_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,258743576195129,,198316202537304,,,,B0F192GZRG_SP00_KTchristian_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,260010214291647,,198316202537304,,,,B0F192GZRG_SP00_KTmom_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,513745433748448,,21440049075564,,,,B0F192GZRG_SP00_god stuff_PHRASE_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,137758697434473,,21440049075564,,,,B0GRTJ6BCC_SP00_KTmothers_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,33501284295054,,21440049075564,,,,B0GRTJ6BCC_SP00_KTMom_080426_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,114610802307111,,21440049075564,,,,B0GRTJ6BCC_SP03_PTbible_v2_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,151978873713817,,85383368027685,,,,B0FDWS4H8V_SP00_KTbible_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,339210430187706,,67216106457405,,,,B0F8VBSG3T_SP00_car picture_BROAD_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,87979595745763,,67216106457405,,,,B0F8VBSG3T_SP00_KTKP_dad_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,510517549937997,,67216106457405,,,,B0F8VBSG3T_SP00_visor picture clip_EXACT_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
Sponsored Products,Campaign,Update,426196836350449,,67216106457405,,,,B0F8VBSG3T_SP00_photo holder car_PHRASE_Nguyen,,,,,enabled,,,,,,,,,,,,,,,
